motcle_id,motcle
6335,tennessee
6342,nicaragua
6346,trade union
6350,head injury
6362,turtle
6373,sadomasochism
6376,chat
6380,shrinking
6382,folk music
6383,music competition
6385,traffic warden
6394,rocket
6396,worm
6399,rope
6410,hallucinogen
6417,base
6431,boarder
6433,roulette
6437,toilet
6440,hit-and-run
6443,child pornography
6451,"santiago, chile"
6453,the new world
6464,uncle
6483,ice hockey
6490,shopping mall
6496,basketball
6502,exit
6506,resurrection
6511,alone
6513,cartoon
6523,illegality
6541,king louis xv of france
6556,talisman
6562,celebrity
6564,terminal illness
6566,computer chip
6567,hibernation
6587,east berlin
6593,stripper
6610,naval officer
6611,tahiti
6623,lodger
6625,family secrets
6628,syphillis
6635,hypochondriac
6648,police headquarter
6657,monologue
6664,make a match
6674,chair
6683,autobiography
6710,interpol
6711,crisis
6715,cleopatra
6717,louis xiii
6732,mascot
6733,bullying
6735,locksmith
6739,callboy
6746,hamburger
6779,ladies' man
6782,addiction
6783,orphanage
6789,foreign legionaire
6790,north atlantic
6805,fashion photographer
6808,cookbook
6832,environmental protection agency
6840,criminal past
6844,stalker
6847,malaysia
6854,primitive time
6876,vacation
6878,sandwich
6879,poodle
6895,philippines
6898,quarantine
6917,epic
6932,count
6946,blonde
6951,biker
6956,treasure hunt
6968,space invasion
6974,rise and fall
6977,bigamy
6984,racial segregation
6987,idealism
6996,car garage
7002,vigilante
7005,northern ireland
7017,sexappeal
7020,bodybuilding
7021,pakistan
7025,industrial revolution
7033,london underground
7035,giant insect
7041,sahara desert
7059,anti-communism
7063,children gang
7074,paperboy
7097,torturing police
7098,sexual murder
7101,substitute teacher
7105,honduras
7113,paratroops
7118,escaped convict
7140,devoutness
7150,hangman
7151,junk food
7158,afghanistan war (2001-2021)
7172,buried alive
7176,nitroglycerin
7188,hostage-taking
7199,source
7208,spoiled child
7246,barricade
7255,search for witnesses
7264,gendarmerie
7271,tv ratings
7277,love-hate relationship
7312,road trip
7325,cockroach
7335,lawsuit
7336,car bomb
7340,crooked lawyer
7347,tarzan
7348,indonesia
7368,alienation
7375,twin brother
7376,princess
7397,bakery
7439,woman between two men
7464,alcoholism
7476,older woman seduces younger guy
7477,police everyday life
7508,friendship bracelet
7525,chancellor
7537,tudor
7542,foreign worker
7570,belly dancing
7579,rich woman poor man
7597,dollar
7617,drop-out
7621,operation market garden
7629,family clan
7638,surrogate mother
7644,revue
7658,"kansas, usa"
7665,girls' boarding school
7679,kommissar geiger
7690,man looking for wife
7717,evil mother
7769,chefin
7856,racist
7879,secret love
7881,mozart
7890,bermuda triangle
7895,shurka
7910,phuket
7920,violence in schools
7925,child bride
7942,imaginary friend
7946,deer
7956,cowardice
7965,matador (bullfighter)
7972,bastille
7973,bosnian war (1992-95)
7983,indochina
7984,bikini
7994,water monster
7996,blackjack
8001,live-reportage
8009,marching band
8011,greek
8012,physicist
8015,cop
8018,adoptive mother
8030,pirate radio
8044,flight
8045,bratva (russian mafia)
8054,volunteer
8057,cincinnati
8058,rembrandt
8070,stag night
8077,benito mussolini
8079,"cornwall, england"
8080,"saint-tropez, france"
8089,autoradio
8095,oxford
8099,sioux
8102,elementary school
8103,cambridge
8122,canyon
8126,pill
8158,rafting
8181,swimming pool
8183,carnivorous plant
8201,satire
8224,cannabis
8250,victorian england
8264,symbol
8290,talent show
8303,abandoned house
8338,coach
8353,eternal youth
8377,pinhead
8379,deformation
8430,safe
8440,ex-cop
8442,irish mob
8447,amish
8468,crew
8469,computer simulation
8516,oasis
8570,president
8577,gold mine
8608,violinist
8616,guru
8622,parole board
8624,climbing
8627,stolen money
8632,business consultant
8640,young prostitute
8642,casanova
8646,ronald reagan
8653,niagara falls
8662,courier
8663,overweight woman
8676,okinawa
8681,supreme court
8685,anti-christ
8723,poacher
8729,lighthouse keeper   
8736,laden
8810,laos
8841,puppy
8860,imperial court
8862,uprising
8872,invulnerability
8890,cornflakes
8900,rocker
8902,mining accident
8910,kobold
9008,moped
9016,femme fatale
9031,idealist
9032,excavation
9052,major
9061,pflegesohn
9094,womanizer
9104,partner
9123,karibik
9156,d-day
9180,yorkshire
9181,alter ego
9194,harem
9201,derbyshire
9227,cocktail
9240,battle of midway
9253,slapstick comedy
9259,vampire hunter (slayer)
9273,coney island
9276,truck
9283,langham
9285,serbian
9316,vlies
9318,rollerskates
9323,iq
9362,sensei
9376,richard nixon
9398,"long island, new york"
9408,kleeblatt
9409,north dakota
9410,hybrid
9450,front
9457,single
9468,liar
9470,quilt
9503,outlaw
9525,pacific war
9535,bewusstlosigkeit
9550,doc holliday
9552,baron
9593,judas
9596,cali colombia
9609,houston
9622,misanthrophy
9623,santa cruz
9627,rape of a male
9639,playboy
9649,god
9656,cattle drive
9663,sequel
9666,street race
9668,child vampire
9672,based on true story
9673,love
9675,prequel
9678,mind control
9683,lieutenant
9685,futuristic
9704,ventriloquist
9706,anthology
9707,evil doll
9712,possession
9713,friends
9714,remake
9715,superhero
9717,based on comic
9720,woods
9725,sword fight
9727,thief
9728,caper
9730,crime boss
9732,film in film
9736,little boy
9738,ufo
9739,extraterrestrial
9740,sociopath
9741,radioactivity
9743,stranded
9744,outbreak
9748,revenge
9749,beauty salon
9752,child on drugs
9755,parody
9758,deception
9766,hiv
9767,beautiful woman
9774,prison guard
9777,prison escape
9780,public murder
9783,bong
9786,burned alive
9789,misfit
9790,house arrest
9798,law school
9799,romantic comedy
9807,film noir
9812,honor
9813,french riviera
9815,psychic power
9817,behind the scenes
9819,visual effect
9820,alternate dimension
9823,rivalry
9824,reunion
9825,growing up
9826,murder
9833,lesbian relationship
9835,sexual fantasy
9840,romance
9844,car crash
9848,family dinner
9849,beating
9853,paranormal
9854,artifact
9856,flashback
9862,dam
9864,prank
9866,basement
9872,grief
9878,fighter jet
9880,alaska
9882,space
9887,surrealism
9888,spanking
9890,jail
9895,kenya
9897,rifle
9903,balloon
9904,french resistance
9905,german occupation
9914,slice of life
9917,mixed martial arts
9920,royalty
9921,easter
9923,easter bunny
9927,maine
9928,bereavement
9929,remarriage
9930,prairie
9932,feud
9935,travel
9951,alien
9957,loneliness
9964,crude humor
9974,obesity
9986,crush
9990,villainess
9991,dress
10005,gremlin
10006,ymca
10009,robot as menace
10022,rampage
10028,steampunk
10039,racing
10041,dysfunctional family
10044,tragic hero
10046,mecha
10048,unrequited love
10049,teen angst
10050,fear of commitment
10051,heist
10053,sexploitation
10061,dysfunctional marriage
10062,religious conversion
10075,boot camp
10076,street fighter
10079,hazing
10081,locker room
10084,rescue
10085,betrayal
10089,slaughter
10090,board game
10093,priest
10104,dance competition
10112,ouija board
10114,evil spirit
10121,stop motion
10122,reanimation
10123,dark comedy
10124,laboratory
10125,mad scientist
10131,interracial relationship
10135,hellgate
10138,satan
10139,lucifer
10141,battlefield
10148,tribe
10150,end of the world
10154,blob
10158,alien planet
10163,cancer
10164,apparition
10170,premonition
10174,delta force
10175,drug cartel
10176,gun battle
10177,corporate
10180,male homosexuality
10181,based on play or musical
10182,southern baptist
10184,airplane hijacking
10185,covert operation
10196,role playing
10199,gay interest
10201,death of father
10211,east los angeles
10216,outcast
10221,meteorite
10222,astronomer
10224,haunting
10226,neighbor
10229,singer
10230,tracker
10232,fame
10235,family relationships
10237,aerial combat
10241,caretaker
10250,redneck
10260,mechanic
10261,stealing
10266,prom
10275,house party
10278,ninja
10291,organized crime
10292,gore
10303,domestic abuse
10310,leprechaun
10318,laughing gas
10322,native american
10323,psychiatric hospital
10325,mistaken identity
10326,morgue
10327,undead
10329,wealth
10333,stalking
10338,morphine
10349,survival
10360,prejudice
10361,jitterbug
10364,mission
10381,guitar duel
10385,reindeer
10388,lord
10391,mafia
10392,mute
10400,airship
10403,green beret
10410,conspiracy
10412,sensation
10430,seagull
10453,con artist
10466,knight
10468,bear
10481,tension
10483,eccentric
10486,robin
10491,swordsman
10503,scuba diving
10505,promiscuity
10506,prehistory
10508,teacher
10512,"tucson, arizona"
10514,muay thai
10515,kick boxing
10520,slave auction
10525,broken neck
10530,atlantic city
10532,suburbia
10541,curse
10547,arcade
10551,ballet
10553,bouncer
10558,bmx
10562,on the run
10563,attack
10575,blue collar
10580,russian roulette
10582,television producer
10587,nottingham
10590,oil
10594,money
10596,argentina
10601,blaxploitation cinema
10603,killer doll
10614,tragedy
10617,disaster
10624,bully
10629,vision
10631,stockbroker
10642,"osaka, japan"
10656,child in peril
10663,train crash
10668,stuffed animal
10671,figure skating
10673,domestic life
10683,coming of age
10685,escape
10686,battle of the bands
10689,wasteland
10700,hood
10703,tragic love
10706,spirituality
10714,serial killer
10715,firefighting
10718,fugitive
10726,gang
10735,rape attempt
10738,diner
10756,janitor
10765,gunshot wound
10766,youth gang
10770,mad doctor
10771,wax museum
10776,marijuana
10786,colonel
10787,jungle
10789,prehistoric creature
10791,teenage crush
10792,marooned
10794,snow
10809,teenage girl
10810,singing nun
10818,author
10821,sorcerer
10827,open relationship
10835,problem child
10850,sexual harassment
10851,blog
10852,dead child
10854,time loop
10855,fate
10856,bag of money
10857,debt collector
10864,human sacrifice
10873,school
10877,dead body
10878,invasion of privacy
10886,punishment
10889,counterfeit
10891,giant robot
10897,mime
10901,coincidence
10909,lawyer
10910,wealthy
10911,inheritance
10915,last will and testament
10919,cyber
10920,radio program
10937,memory
10941,disappearance
10950,shootout
10955,wedding party
10958,man hunt
10960,food poisoning
10965,playwright
10968,lingerie
10975,high tech surveillance
10978,bad cop
10982,king arthur
10985,spontaneous combustion
10995,elope
10996,monsters of the wild
10997,hell storming
11001,religion
11004,rural area
11007,post world war i
11019,inferno
11021,montparnasse
11024,female soldier
11034,b movie
11036,obsessive compulsive disorder
11038,trial
11060,trap
11061,debt
11071,plan gone wrong
11073,steamboat
11083,paganism
11088,treasure map
11093,parenthood
11095,cruise ship
11096,gatekeeper
11100,giant monster
11105,swastika
11106,infantry
11107,rescue mission
11109,military officer
11110,dead soldier
11115,heroism
11116,airplane wreck
11117,tank
11122,german officer
11138,military spoof
11141,debate
11148,police chase
11157,sibling rivalry
11159,wartime
11162,miniseries
11168,private investigator
11173,troll
11181,decapitation
11183,fireplace
11190,sexual attraction
11195,empire
11196,rebellion
11199,undercover cop
11200,look-alike
11207,u.s. marshal
11208,conspiracy theory
11211,jewish american
11219,u.s. navy seal
11220,cryptozoology
11223,dream girl
11237,rotoscoping
11239,distant future
11246,barbed wire
11249,blood bath
11254,loss of virginity
11259,extortion
11263,electric chair
11264,border guard
11265,mind reading
11266,evil preacher
11267,solitary confinement
11268,psychologist
11272,piloted robot
11290,cab driver
11316,sexual humor
11318,landlord
11320,tenant
11321,animated scene
11322,female protagonist
11323,descent into madness
11326,shaman
11333,cigar smoking
11335,tape recorder
11336,young boy
11338,wild animal
11363,arson
11372,lemonade
11399,marine
11400,sergeant
11402,androgyny
11408,gargoyle
11409,imaginary land
11411,wager
11412,female prisoner
11426,moral ambiguity
11428,convertible
11435,briefcase
11436,redemption
11442,heirloom
11448,two man army
11454,scam
11469,memory loss
11471,flash forward
11477,anthropomorphism
11479,social commentary
11482,us republican party
11485,drug humor
11487,midnight movie
11488,pot smoking
11489,nazi officer
11494,drug use
11510,unfaithfulness
11511,unfaithful boyfriend
11514,social satire
11522,police officer killed
11525,sherwood forest
11530,sexual freedom
11532,grindhouse
11536,sexual imagery
11544,pocket knife
11545,leatherface
11546,hitchhiker
11547,slaughterhouse
11558,jump from train
11578,mobster
11579,impalement
11581,severed head
11587,dummy
11606,space western
11612,hospital
11615,internet
11627,paranormal phenomena
11628,cloning
11634,live performance
11663,camp
11671,american football team
11672,cheerleading
11677,secretary
11687,breaking the fourth wall
11691,puppetry
11694,driving test
11696,underage drinking
11700,rock music
11710,high school graduation
11711,billiard hall
11713,graduation present
11715,arrow
11718,feminist
11719,dirty cop
11720,officer involved shooting
11722,male prostitution
11723,rogue cop
11724,vulgarity
11726,poetry quote
11727,crime scene
11728,burglary
11729,mercilessness
11730,internal affairs
11731,writing in blood
11733,drug dealing
11734,police corruption
11736,family abandonment
11737,payphone
11738,evil corporation
11798,slumber party
11800,mockumentary
11823,pacific island
11836,contest
11855,pentagram
11857,mental institution
11860,fish out of water
11869,mistress
11870,teen movie
11872,atrocity
11921,sociology
11925,domestic violence
11931,spoof
11933,conflict
11935,working class
11937,conservative
12011,hijinks
12026,alternate history
12090,cross dressing
12093,special effects
12094,business
12101,miniaturization
12190,cyberpunk
12191,postmodern
12192,counter-culture
12193,reporter
12198,pumpkin
12200,saving christmas
12332,apocalypse
12336,storm chaser
12337,colonisation
12339,slasher
12347,infiltration
12352,comic book shop
12354,hong kong
12355,sniper rifle
12361,hacking
12365,gang rape
12371,gunfight
12375,transhumanism
12377,zombie
12380,tournament
12391,boat chase
12392,best friend
12393,golden gate bridge
12394,chainsaw
12396,hollywood
12397,massage parlor
12400,brainwashing
12415,back from the dead
12416,horror spoof
12422,drug stealing
12425,racism
12436,architecture
12541,misunderstanding
12545,mansion
12547,billionaire
12551,nuclear bomb
12553,alien abduction
12554,dragon
12564,werewolf
12565,psychological thriller
12570,whodunit
12616,dinosaur
12617,airplane crash
12660,blind
12662,wrongful imprisonment
12663,little girl
12666,darkside
12670,"los angeles, california"
12965,duel
12974,principal
12987,poverty
12988,pirate
12990,singing
12993,suicide mission
12995,historical fiction
12997,dinner
12999,black and white
13001,cowardliness
13005,doctor
13006,torture
13008,train
13014,orphan
13015,terrorism
13017,drifter
13027,wedding
13028,writer
13031,creature
13035,middle school
13042,football (soccer)
13043,dating
13059,prostitution
13063,car accident
13065,soldier
13072,falling in love
13073,fear
13078,skinny dipping
13084,king
13088,summer
13092,corpse
13094,photograph
13097,maid
13112,murderer
13116,one man army
13125,sadist
13129,execution
13131,cannonball
13141,based on manga
13151,drawing
13153,spirit
13159,chinese
13194,planet
13209,cabin in the woods
13424,tv reporter
14514,class differences
14522,co-workers relationship
14527,storm
14534,relationship
14544,robot
14546,massacre
14548,political assassination
14551,hashish
14552,ira (irish republican army)
14555,mi6
14559,hillbilly
14570,las vegas
14575,mariachi
14577,musketeer
14601,explosion
14602,break-up
14604,theft
14605,helicopter pilot
14617,mole
14618,british spy
14620,raft
14624,cruelty
14626,astronaut
14632,suburb
14636,india
14638,american
14639,thug
14641,based on memoir or autobiography
14643,battle
14646,overbearing mother
14648,parent
14660,bird attack
14665,barbarian
14669,older man younger woman relationship
14670,unknown father
14673,disease
14675,lethal virus
14676,series of murders
14690,violent death
14692,hook
14696,bloody fight
14704,ancient world
14707,brutality
14708,tears
14714,summer vacation
14720,love affair
14724,family vacation
14725,race car driver
14728,antarctica
14729,shape shifting alien
14731,martial arts master
14735,motorcycle
14736,motorcycle gang
14742,psychic
14743,pianist
14748,raid
14750,chemist
14752,potion
14756,destruction of planet
14759,ape
14760,scientist
14762,orangutan
14765,church
14768,single mother
14773,eclipse
14779,paradox
14781,patient
14783,false accusations
14784,medication
14785,underwater
14789,art thief
14792,tarantula
14794,lust
14805,maniac
14809,dead mother
14811,exploding head
14818,model
14825,electronic music score
14829,strangulation
14831,stabbing
14836,italian restaurant
14837,rage
14856,informant
14857,juvenile delinquent
14870,street urchin
14886,thirty something
14893,art
14895,cannibal
14899,white suit
14900,genocide
14903,home invasion
14905,britain
14906,slave
14909,alien invasion
14915,invisible
14926,katana sword
14946,fictional war
14955,fighting
14961,chop socky
14964,drugs
14967,foot chase
14985,ireland
14988,east asian lead
14991,tentacle
14999,devil
15001,demon
15002,dark hero
15009,criminal
15011,criminal underworld
15016,twins
15025,parenting
15032,gothic horror
15037,bug
15040,ghost hunting
15043,paranormal investigation
15053,united nations
15058,swimming
15060,period drama
15076,cat and mouse
15086,advertising
15090,police officer
15095,revenge motive
15097,shark
15098,great white shark
15101,based on children's book
15106,psychiatrist
15108,justice
15111,drinking
15124,framed
15126,historical
15127,killer
15128,sex talk
15130,gay marriage
15137,union
15140,quicksand
15149,monkey
15155,witness to murder
15156,cell phone
15158,rebellious youth
15160,divorce
15162,dog
15164,custody
15165,school play
15166,photo shoot
15167,police detective
15174,ecology
15178,food industry
15182,partisan
15189,violin player
15199,rabbit
15208,biting
15209,dead boy
15211,sunglasses
15214,buddy
15216,avant-garde
15218,special forces
15222,central america
15232,parole
15233,arsonist
15234,convict
15237,alcohol abuse
15240,platoon
15246,sabotage
15248,commando
15249,tragic event
15250,alien infection
15252,magical object
15256,cyberspace
15263,park ranger
15271,interrogation
15272,gestapo
15274,nervous breakdown
15278,prison sentence
15284,cartoon cat
15285,spin off
15290,pursuit
15291,on the road
15295,confrontation
15299,detention
15321,police station
15325,universe
15346,old dark house
15354,struggle for survival
15363,bank robbery
15365,held captive
15370,family in peril
15381,captive
15405,godfather
15478,art gallery
15479,fashion
17926,softball
17937,desolate
17972,plastic surgeon
17973,skin
17977,underground fighting
17981,foster sister
17982,moor (terrain)
17984,foster family
17985,birth
17986,miscarriage
17987,killing spree
17995,epidemic
17996,puzzle box
17997,housekeeper
18001,rock band
18005,high school friends
18008,divorced
18011,pregnant woman
18015,tutor
18020,fantasy sequence
18021,"detroit, michigan"
18023,criminal mastermind
18026,drug lord
18027,sibling
18028,hiding
18029,trapped
18034,desert
18035,family
18036,coward
18047,anger
18051,female stalker
18053,divorcee
18058,pig mask
18062,obsessed fan
18067,exploding house
18068,teenage boy
18070,religious fundamentalism
18072,preacher
18075,political campaign
18082,flamethrower
18083,attempted robbery
18085,intestines
18087,attempted rape
18093,wedding ceremony
18096,spear
18098,samurai sword
18100,seppuku
18101,bow and arrow
18106,knife throwing
18107,silencer
18114,exploding car
18117,female spy
18118,disguise
18127,new neighbor
18129,labyrinth
18142,catfight
18147,strangler
18165,animal
18171,thunderstorm
18239,home video
18249,game
18266,south america
18267,"vienna, austria"
18268,atomic reactor
18295,food critic
18298,tv show in film
18300,english countryside
18320,held at gunpoint
18326,fired from the job
18330,nature
18379,bee
18396,catholic
18402,strong language
18420,surveillance
18425,teenage love
18432,female martial artist
18447,japanese woman
18448,gaijin
18453,gossip
18486,child molester
18508,exploding body
18514,death of family
18522,one against many
18543,combat
18712,based on graphic novel
18732,sexual repression
21747,poland
26904,lawman 
33333,cabbage
33344,bandit
33346,promotion
33347,apartment building
33348,mass extinction
33353,boy genius
33358,contraception
33360,employer
33386,old flame
33407,hanging
33421,crime family
33426,gang member
33451,masturbation
33454,convenience store robbery
33456,double cross
33457,alcoholic
33465,parallel world
33467,new home
33475,songwriter
33476,widower
33479,single father
33482,war hero
33490,filmmaking
33493,valet
33494,couple
33498,transplant
33505,gothic
33507,multiple identities
33513,desire
33518,district attorney
33519,courtroom
33534,folk singer
33553,walkie talkie
33556,urban setting
33564,u.s. soldier
33600,stagecoach
33605,murdered sister
33608,gardener
33610,gym
33611,exercise
33613,madame
33618,machine
33620,guilty
33625,illegal prostitution
33626,millionaire
33630,doll
33637,super power
33638,warfare
33643,radical
33648,celebration
33652,private
33678,beard
33683,"beijing, china"
33688,hunting
33694,family holiday
33696,sea monster
33699,policeman
33702,bombing
33705,agent
33720,guilt
33721,body-swap
33722,true crime
33724,infamy
33738,beaten
33740,humiliation
33760,great barrier reef
33772,deer hunting
33779,rail car
33780,dentist
33784,muggle
33788,guide
33795,"salem, massachusetts"
33808,warden
33809,receptionist
33841,incest
33847,british politics
33848,british prime minister
33879,producer
33910,high school student
33934,choreographer
33969,miser
33974,fortress
33981,falling down stairs
33998,lesbian sex
34009,tough girl
34038,intrigue
34041,canal
34061,american abroad
34067,jousting
34079,death
34094,extramarital affair
34115,transsexual
34124,mother superior
34125,catholic school
34130,makeover
34137,dungeon
34143,rich
34145,beach house
34152,evolution
34154,north pole
34156,tied up
34221,gender roles
34265,heartbreak
39737,seaside
40850,destiny
40865,new york state
40870,race
40879,drunk
40884,blade
40903,diamond heist
40952,therapy
40954,"le havre, france"
40956,recovering alcoholic
40957,police academy
41002,corn
41011,"based on song, poem or rhyme"
41153,meeting
41158,stakeout
41175,shopping
41180,security guard
41185,heiress
41203,clique
41249,secret service
41260,sensuality
41267,bum
41328,whistle
41329,mental illness
41355,teacher student relationship
41372,leg brace
41379,argument
41380,crucifix
41381,rapist
41393,new england
41404,sexual desire
41405,glasses
41406,middle ages (476-1453)
41410,madness
41412,sewer
41414,timebomb
41500,oil industry
41511,cross
41515,gay parent
41523,"brooklyn, new york city"
41525,high school teacher
41538,turns into animal
41585,traveling circus
41586,archaeologist
41589,dying
41590,love sickness
41592,monastery
41599,sailor
41603,paramedic
41609,ego
41642,town in panic
41645,based on video game
41665,anarchy
45141,carpenter
46950,dagger
46962,discipline
47020,storytelling
47972,native peoples
48711,ticket
50009,survival horror
50244,making of
53995,archery
54012,young man
54016,glue
54169,stoner
54324,patriot
54610,dove
54611,ulcer
54612,shoe
57990,garbage truck
68838,lightning bolt
154800,hollywoodland
154802,silent film
154842,school teacher
154846,farmer
154856,fox hunt
154881,fingerprint
154889,concealed weapon
154900,noisy neighbor
154901,audio recording
154909,marriage for money
154949,bike riding
154986,gonzo
155023,self esteem
155024,drill
155046,friar
155068,emergency doctor
155163,turin italy
155198,ronin
155215,leather
155232,drunk driving
155233,teem
155242,shogun
155244,vendetta
155247,irreverence
155251,novelist
155262,threesome
155271,kinky
155273,busty
155289,handjob
155291,cowboy
155294,family conflict
155300,tribal
155301,rough sex
155331,jewel
155334,scuba
155353,fozzie bear
155358,miss piggy
155372,freezing
155393,sympathy
155410,reading
155418,subculture
155435,insurance investigator
155448,no air conditioning
155450,cape cod
155457,screwball comedy
155460,defection
155464,over-the-hill fighter
155479,british pub
155488,black cat
155490,disco
155497,truck driver
155499,convoy
155507,aging actor
155514,dirt bike
155529,killer whale
155530,capsized ship
155531,policewoman
155532,fatal attraction
155538,sicilian mafia
155539,sicilian
155544,horse track
155561,bitten
155573,wild west
155582,amusement park
155583,neurosurgeon
155584,firewall
155619,attic
155621,child star
155624,envy
155633,mahjong
155643,foster child
155647,green card
155652,nuclear
155689,monolith
155701,cock fighting
155702,used car salesman
155704,shallow grave
155710,rock musical
155716,rookie cop
155720,roller skating
155722,teen comedy
155723,jack ryan
155724,home ownership
155733,old house
155735,new york subway
155742,future sport
155744,newspaper man
155746,deserted island
155750,fake death
155751,stolen identity
155790,private detective
155794,physical abuse
155795,art dealer
155797,hemingway
155805,native american reservation
155806,killer plant
155812,color blindness
155816,ex-wife
155818,newswoman
155821,sled dogs
155841,gambler
155845,french noir
155851,book store
155859,law man
155870,polyamory
155873,defense attorney
155881,estate
155882,dying mother
155888,teenage daughter
155939,group of friends
155963,driver
156018,mining town
156022,nypd
156024,corrupt politician
156028,broadway
156034,opera house
156037,socialite
156039,space station
156043,religious hypocrisy
156052,unemployment
156064,homecoming
156072,watergate
156075,evil
156080,newspaper editor
156081,tomb
156085,little italy
156091,missing person
156095,british secret service
156100,minor leagues
156112,wake
156116,tommy gun
156117,illegal drugs
156120,train robbery
156121,ex-con
156149,doberman
156159,martial arts tournament
156162,martial arts training
156166,mormon
156169,backyard
156170,record album
156171,dawn
156172,geode
156173,eye gouging
156174,occult
156175,dead dog
156176,moth
156177,mud mask
156178,hand
156179,coroner
156187,cat house
156191,arm wrestling
156196,street life
156203,sketch comedy
156208,federal agent
156212,spaghetti western
156230,midwest
156231,trombones
156233,counterfeiter
156234,cavalry
156236,jewel thief
156240,mortal danger
156257,jail cell
156277,hedonism
156279,possessiveness
156282,alternate reality
156316,troubled teen
156318,bats
156322,pretty woman
156337,prototype
156386,bible quote
156389,diabetic
156391,peeping tom
156393,mexica (aztec)
156456,animal abuse
156479,inheritance fight
156493,life sentence
156507,rainstorm
156512,decorum
156525,heroine
156544,cadaver
156578,newlywed
156597,magic realism
156630,remote island
156645,jakarta indonesia
156650,machine gun
156702,capture
156761,split personality
156767,nuclear threat
156768,roller coaster / rollercoaster
156783,blizzard
156797,importer
156799,vermont
156800,errand boy
156803,extinction
156804,menu
156805,dea agent
156808,hospital fight
156811,usaf
156813,computer cracker
156816,grenade launcher
156836,space race
156866,based on short story
156925,first crush
156928,tomboy
156948,missing child
157008,catholic church
157096,homoeroticism
157136,lynching
157144,stockings
157166,beretta
157171,nonlinear timeline
157186,swashbuckler
157213,death of mother
157215,death of sister
157223,bitterness
157232,airborne car
157241,criminal investigation
157251,bomb planting
157263,domed city
157303,first love
157344,phone
157351,living dead
157376,death match
157384,news reporter
157418,boiler room
157424,sledgehammer
157444,dismemberment
157458,book of the dead
157466,necronomicon
157490,dead cat
157504,brother sister 
157512,mutilation
157524,tropical island
157572,surgical operation
157583,knocked out
157584,megalomaniac
157632,fraternity
157634,parasite
157661,bodily dismemberment
157667,warlock
157676,disfigured face
157701,psychotic
157722,domineering mother
157758,axe murder
157774,has been
157782,mattress
157788,british soldier
157790,ring of fire
157791,self mutilation
157799,older woman younger man relationship
157890,dissection
157892,warehouse
157904,luck
157943,hunchback
157955,childhood
157959,surgery
157972,chimpanzee
157974,tease
158012,ape man
158017,saber-toothed tiger
158018,caving
158022,cargo ship
158023,curiosity
158025,medical research
158026,meat hook
158039,hotel manager
158040,exotic pet
158045,piranha
158063,seal (animal)
158064,graboids
158070,seismologist
158071,binoculars
158086,recluse
158108,killer shark
158120,exterminator
158124,spider bite
158126,creature feature
158129,spider queen
158144,giant worm
158172,tooth
158199,aunt nephew relationship
158203,straight razor
158217,colonialism
158244,riverboat
158252,giant animal
158254,pantyhose
158256,gene manipulation
158259,child killed by animal
158261,bloody body of child
158269,oil refinery
158292,eugenics
158297,high-tension current
158303,rabies
158307,rabid dog
158317,rabbit hole
158324,runt
158328,river crossing
158340,theme park
158345,water skiing
158350,boat trouble
158353,sea world
158394,foster home
158436,porn actress
158438,lost shoe
158449,hatred
158455,oppression
158456,masked vigilante
158480,casualty of war
158527,leper colony
158553,pyre
158558,disabled
158620,russian revolution (1917)
158651,realism
158679,pta
158713,bdsm
158718,lgbt
158741,grave digger
158770,air traffic control
158774,terrorist attack
158778,behind enemy lines
158780,u.s. marine
158895,shaved head
158927,police investigation
158940,newspaper office
158967,brooklyn bridge
158988,struggling actor
158993,man in wheelchair
159103,mourning
159138,death of son
159201,baseball player
159212,mountain climbing
159278,obsessive love
159287,gas mask
159306,crane
159313,psychiatry
159315,mental health
159317,rude
159318,obnoxious
159319,pyromaniac
159346,deceit
159358,explosives expert
159413,jewelry heist
159419,blueprint
159422,assumed identity
159433,surveillance camera
159434,one last job
159457,security
159534,stolen painting
159548,clouseau
159558,snow skiing
159560,bumbling
159574,clumsiness
159588,suicide by hanging
159595,sexual torture
159600,exploding truck
159601,cuckold
159602,garbage dump
159608,con
159700,getaway
159707,crime gone awry
159709,bumbler
159710,hostage negotiator
159716,statue of liberty
159743,fourth of july
159747,diamond theft
159793,stuttering
159802,yelling
159803,killing a dog
159806,cutical scissors
159809,run over by a steamroller
159812,gag
159815,excuse
159817,barrel
159818,zoophilia
159845,tuberculosis
159858,strongbox
159859,gold theft
159862,british history
159868,playing piano
159869,eye patch
159871,horse carriage
159930,inequality
159931,road rage
159932,uzi
159936,dog tag
159937,bribery
159940,exorcist
159944,recording
159947,parents
159955,cavemen
159961,ham radio
160059,psychosis
160062,philanthropist
160064,cave girls
160097,intelligent
160131,morphing
160133,scroll
160137,female hero
160140,exchange student
160153,dead
160159,frame up
160174,mental asylum
160175,alps mountains
160190,aspiration
160195,freezer
160201,union soldier
160223,vancouver
160234,family tragedy
160243,classmate
160246,childhood friends
160274,angry mob
160279,18th century
160292,religious conflict
160296,religious differences
160313,forensic
160330,astronomy
160350,evil prince
160362,screwball
160364,impersonation
160370,war room
160377,bomber pilot
160381,nuclear weapons
160387,ex-nazi
160404,valentine's day
160410,reputation
160413,unemployed actor
160420,serenade
160423,apology
160424,live television
160450,dean
160478,commodities
160483,investor
160488,hoodlum
160497,wrongful arrest
160515,alien contact
160517,fake documentary
160522,wagon train
160583,western town
