oeuvre_id,titre,langue_code,genre_id,infos
505,Eaters of the Dead,eng,,
506,Genome: the Autobiography of a Species in 23 Chapters,eng,,
507,Brave New World Revisited,eng,,
508,The Zero,eng,,
509,Welcome to the Monkey House,en-US,,
510,Pacto Con un Demonio,spa,,
511,Kitchen Confidential: Adventures in the Culinary Underbelly,eng,,
512,The Dream and the Underworld,en-US,,
513,The Crying of Lot 49,eng,,
514,An American Childhood,eng,,
515,Holy the Firm,eng,,
516,Think on These Things,eng,,
517,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,eng,,
518,Tell My Horse: Voodoo and Life in Haiti and Jamaica,eng,,
519,Jonah's Gourd Vine,eng,,
520,The Lost Continent: Travels in Small Town America,eng,,
521,Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life,en-US,,
522,Declarations of Independence: Cross-Examining American Ideology,eng,,
523,The Complete Stories,eng,,
524,Legends  Lies  Cherished Myths of World History,eng,,
525,Edgar A. Poe: Mournful and Never-ending Remembrance,en-US,,
526,The Infinite Plan,eng,,
527,Soul Mates: Honouring the Mysteries of Love and Relationship,eng,,
528,The Wit &  Wisdom of Winston Churchill,eng,,
529,Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages,eng,,
530,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,eng,,
531,Success Stories,en-US,,
532,Testaments Betrayed: An Essay in Nine Parts,eng,,
533,Mr. Ives' Christmas,eng,,
534,Slowness,eng,,
535,A Simple Habana Melody,eng,,
536,Full Woman  Fleshly Apple  Hot Moon: Selected Poems,eng,,
537,As Nature Made Him: The Boy Who Was Raised as a Girl,eng,,
538,The Active Side of Infinity,eng,,
539,Brave New World,eng,,
540,You Can't Go Home Again,eng,,
541,The Fifth Mountain,en-US,,
542,Aphrodite: A Memoir of the Senses,eng,,
543,V.,eng,,
544,Identity,eng,,
545,The Poisonwood Bible,eng,,
546,Cloudsplitter,eng,,
547,Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems,eng,,
548,The Golden Notebook,eng,,
549,The Crying of Lot 49,eng,,
550,The Map That Changed the World: William Smith and the Birth of Modern Geology,eng,,
551,The Odyssey,eng,,
552,Collected Novellas,eng,,
553,Collected Stories,eng,,
554,Everville (Book of the Art),eng,,"{""tome"":""2""}"
555,The Great and Secret Show (Book of the Art),eng,,"{""tome"":""1""}"
556,A Mulligan for Bobby Jobe: A Novel,eng,,
557,Don Quixote,eng,,
558,In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo,eng,,
559,Every Tongue Got to Confess: Negro Folk-tales from the Gulf States,eng,,
560,A Green Desire,en-US,,
561,Mike Nelson's Death Rat!,eng,,
562,The Big War,en-US,,
563,Middle Age: A Romance,eng,,
564,Kitchen Confidential: Adventures in the Culinary Underbelly,eng,,
565,Watership Down,eng,,
566,To Kill a Mockingbird,eng,,
567,One Matchless Time: A Life of William Faulkner,en-US,,
568,The Girl in the Glass,eng,,
569,The Best American Science Writing 2002,eng,,
570,Wittgenstein's Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers,eng,,
571,Smart Discipline: Fast  Lasting Solutions for Your Child's Self-Esteem and Your Peace of Mind,en-US,,
572,How to Go to College Almost for Free  Updated,en-US,,
573,The Schopenhauer Cure,eng,,
574,El plan infinito,spa,,
575,La casa de los espíritus,spa,,
576,Creating a Life Worth Living,eng,,
577,African Nights,eng,,
578,Under the Volcano,eng,,
579,The Autobiography of Mark Twain,eng,,
580,Beauty: The Invisible Embrace,en-US,,
581,The Darling,en-US,,
582,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,eng,,
583,Tales of H.P. Lovecraft,eng,,
584,Five Quarters of the Orange,eng,,
585,The Language Instinct: How the Mind Creates Language,eng,,
586,Prodigal Summer,eng,,
587,The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill,eng,,
588,Fear of Falling: The Inner Life of the Middle Class,eng,,
589,Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books,eng,,
590,The Hidden Hand,eng,,
591,Europe: A History,eng,,
592,Savage Inequalities: Children in America's Schools,eng,,
593,Three Farmers on Their Way to a Dance,eng,,
594,The Fourteen Sisters of Emilio Montez O'Brien,eng,,
595,Fiskadoro,en-US,,
596,The Stars at Noon,eng,,
597,Operation Wandering Soul,eng,,
598,Prisoner's Dilemma,en-US,,
599,The Physics of Star Trek,eng,,
600,The God of Small Things,en-US,,
601,Our Kind of People: Inside America's Black Upper Class,en-US,,
602,Girlfriend in a Coma,eng,,
603,The Long Hard Road Out of Hell,eng,,
604,Confessions of an Ugly Stepsister,en-US,,
605,Running in Heels,eng,,
606,Lost,eng,,
607,Mirror Mirror,eng,,
608,The Dirt: Confessions of the World's Most Notorious Rock Band,eng,,
609,Life is Elsewhere,eng,,
610,Your Cheatin' Heart,eng,,
611,Cat Seeing Double (Joe Grey),eng,,"{""tome"":""8""}"
612,Cat Laughing Last (Joe Grey),eng,,"{""tome"":""7""}"
613,Well of Darkness (Sovereign Stone),eng,,"{""tome"":""1""}"
614,Guardians of the Lost (Sovereign Stone),eng,,"{""tome"":""2""}"
615,Journey Into the Void (Sovereign Stone),eng,,"{""tome"":""3""}"
616,Witches Abroad (Discworld #12; Witches),eng,,"{""tome"":""3""}"
617,Wyrd Sisters (Discworld #6; Witches),eng,,"{""tome"":""2""}"
618,The Light Fantastic (Discworld #2; Rincewind),eng,,"{""tome"":""2""}"
619,U.S.S. Seawolf (Admiral Arnold Morgan),eng,,"{""tome"":""4""}"
620,Carpe Jugulum (Discworld #23; Witches),eng,,"{""tome"":""6""}"
621,Realms of Dragons: The Universes of Margaret Weis and Tracy Hickman,en-US,,
622,The Player of Games (Culture),eng,,"{""tome"":""2""}"
623,My Soul to Keep (African Immortals),eng,,"{""tome"":""1""}"
624,Peril's Gate (Wars of Light & Shadow #6; Arc 3 - Alliance of Light #3),en-US,,
625,Fugitive Prince (Wars of Light and Shadow),eng,,"{""tome"":""4""}"
626,The Dispossessed,eng,,
627,Cat in the Dark (Joe Grey #4),en-US,,
628,Treasure Box,eng,,
629,Homebody,eng,,
630,Imajica: The Reconciliation,eng,,
631,Choke,eng,,
632,Dirt (Stone Barrington #2),en-US,,
633,Nimitz Class (Admiral Arnold Morgan),eng,,"{""tome"":""1""}"
634,Kilo Class (Admiral Arnold Morgan),eng,,"{""tome"":""2""}"
635,A God in Ruins,eng,,
636,H.M.S. Unseen (Admiral Arnold Morgan),eng,,"{""tome"":""3""}"
637,Their Eyes Were Watching God,eng,,
638,A Tree Grows in Brooklyn,eng,,
639,One Hundred Years of Solitude,eng,,
640,Daughter of Fortune,eng,,
641,Brewer's Dictionary of Phrase and Fable,en-US,,
642,By the River Piedra I Sat Down and Wept,eng,,
643,Alphabet Weekends,en-US,,
644,The Alchemist,eng,,
645,Essential Welty: Why I Live at the P.O.  A Memory  Powerhouse and Petrified Man,eng,,
646,Veronika Decides to Die,eng,,
647,Prince Caspian (Chronicles of Narnia),eng,,"{""tome"":""4""}"
648,Black Girl/White Girl,eng,,
649,Goodnight Moon 123: A Counting Book (Over the Moon),eng,,
650,Metro Girl (Alex Barnaby),eng,,"{""tome"":""1""}"
651,The Last Kingdom (The Saxon Stories),eng,,"{""tome"":""1""}"
652,Charlotte's Web,en-US,,
653,By Myself and Then Some,eng,,
654,The Art of Loving,eng,,
655,Sacred Games (Sacred Games),eng,,
656,Runny Babbit Book and Abridged CD,en-US,,
657,The Pinhoe Egg  (Chrestomanci),eng,,"{""tome"":""6""}"
658,Factotum,en-US,,
659,The White Masai,eng,,
660,Farewell Summer (Green Town),eng,,"{""tome"":""3""}"
661,Mandy,eng,,
662,Dispatches from the Edge: A Memoir of War  Disasters  and Survival,eng,,
663,My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers),eng,,"{""tome"":""2""}"
664,The Crusader: Ronald Reagan and the Fall of Communism,eng,,
665,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),eng,,
666,The Spider's House,eng,,
667,Days: A Tangier Diary,eng,,
668,Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,eng,,
669,Coraline,eng,,
670,Points in Time,eng,,
671,Coronado: Stories,eng,,
672,Cartas del diablo a su sobrino,spa,,
673,At the Edge (Psychic Triplet Trilogy #1),en-US,,
674,Remind Me Again Why I Need A Man,eng,,
675,Stardust,eng,,
676,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,eng,,
677,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,en-US,,
678,The Gabriel Hounds,eng,,
679,The Pact,eng,,
680,The OK Book,en-US,,
681,The Known World,eng,,
682,Inés of My Soul,eng,,
683,Ines of My Soul,eng,,
684,A Million Little Lies,en-US,,
685,The Power of Art,en-US,,
686,Ham on Rye,eng,,
687,Women,eng,,
688,Smithsonian Intimate Guide to Human Origins,eng,,
689,My Secret: A PostSecret Book,en-GB,,
690,The Secret Lives of Men and Women: A PostSecret Book,en-GB,,
691,Las Crónicas de Narnia,spa,,
692,To Kill a Mockingbird,en-US,,
693,The Complete C.S. Lewis Signature Classics,eng,,
694,Five Quarters of the Orange,eng,,
695,The Roald Dahl Audio Collection,en-US,,
696,Charlotte's Web,eng,,
697,Men Are from Mars  Women Are from Venus,eng,,
698,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,eng,,
699,The Gravedigger's Daughter,eng,,
700,Marley & Me: Life and Love with the World's Worst Dog,en-US,,
701,The End of Days (The Earth Chronicles),eng,,"{""tome"":""7""}"
702,The Maytrees,eng,,
703,Influence: The Psychology of Persuasion,eng,,
704,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,en-US,,
705,El príncipe de la niebla (Trilogía de la Niebla #1),spa,,
706,The Blue and Brown Books,en-US,,
707,The Essential Writings,ger,,
708,El Alquimista: Edicion Illustrada: Edicion Illustrada,eng,,
709,Wicked: Memorias de una bruja mala (Los años malvados #1),spa,,
710,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,eng,,
711,The World's Religions,eng,,
712,Muhammad: A Biography of the Prophet,eng,,
713,The Enneagram Made Easy: Discover the 9 Types of People,eng,,
714,A Manual for Living,eng,,
715,El alquimista: una fábula para seguir tus sueños,eng,,
716,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,en-US,,
717,The Valkyries,en-US,,
718,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,eng,,
719,Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,eng,,
720,The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,eng,,
721,A Circle of Quiet (Crosswicks Journals #1),en-CA,,
722,Bulfinch's Mythology,eng,,
723,A Hard Day's Write: The Stories Behind Every Beatles Song,eng,,
724,Romanticism,eng,,
725,West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House),eng,,"{""tome"":""11""}"
726,A Stranger Came Ashore,eng,,
727,Betsy-Tacy (Betsy-Tacy #1),en-US,,
728,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy #3),en-US,,
729,Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle),eng,,"{""tome"":""1""}"
730,Hello  Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle),eng,,"{""tome"":""4""}"
731,Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle),eng,,"{""tome"":""2""}"
732,Let the Hurricane Roar,en-US,,
733,The Wish Giver: Three Tales of Coven Tree,eng,,
734,Racso and the Rats of NIMH (Rats of NIMH),eng,,"{""tome"":""2""}"
735,Child of the Owl (Golden Mountain Chronicles),eng,,"{""tome"":""7""}"
736,R-T  Margaret  and the Rats of NIMH (Rats of NIMH),eng,,"{""tome"":""3""}"
737,The Rainbow People,eng,,
738,Beauty: A Retelling of the Story of Beauty and the Beast,eng,,
739,Dragon's Gate (Golden Mountain Chronicles #3),en-US,,
740,Betsy's Wedding (Betsy-Tacy #10),en-US,,
741,Betsy and the Great World (Betsy-Tacy),eng,,"{""tome"":""9""}"
742,Betsy and Joe (Betsy-Tacy),eng,,"{""tome"":""8""}"
743,Betsy Was a Junior (Betsy-Tacy #7),en-US,,
744,Crazy Lady!,eng,,
745,Strawberry Girl,eng,,
746,Seven Spiders Spinning (The Hamlet Chronicles),eng,,"{""tome"":""1""}"
747,American Dragons: Twenty-five Asian American Voices,eng,,
748,The Midwife's Apprentice,eng,,
749,Winter on the Farm,eng,,
750,Down to the Bonny Glen (Little House: The Martha Years),eng,,"{""tome"":""3""}"
751,Six Haunted Hairdos (The Hamlet Chronicles),eng,,"{""tome"":""2""}"
752,Monster,eng,,
753,Echo,eng,,
754,The Rose and the Beast: Fairy Tales Retold,en-US,,
755,Kissing the Witch: Old Tales in New Skins,eng,,
756,Emily of Deep Valley (Deep Valley),eng,,"{""tome"":""2""}"
757,I Was a Teenage Fairy,eng,,
758,The Trumpet of the Swan,eng,,
759,The Good Liar,eng,,
760,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,eng,,
761,Howl's Moving Castle (Howl's Moving Castle),eng,,"{""tome"":""1""}"
762,Four Stupid Cupids (The Hamlet Chronicles),eng,,"{""tome"":""4""}"
763,Charlotte's Web,eng,,
764,Little House Friends (Little House Chapter Books: Laura),eng,,"{""tome"":""9""}"
765,Christmas Stories (Little House Chapter Books: Laura),eng,,"{""tome"":""10""}"
766,Winter Days in the Big Woods,eng,,
767,Christmas in the Big Woods,eng,,
768,A Little House Birthday,eng,,
769,Summertime in the Big Woods,eng,,
770,The Deer in the Wood,eng,,
771,The Dragon Prince: A Chinese Beauty & the Beast Tale,eng,,
772,A Little Prairie House,eng,,
773,Grizzwold,eng,,
774,Chester,eng,,
775,Captain Cat,eng,,
776,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,eng,,
777,The Laura Ingalls Wilder Country Cookbook,eng,,
778,My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,eng,,
779,Pioneer Girl: The Story of Laura Ingalls Wilder,eng,,
780,Dear Genius: The Letters of Ursula Nordstrom,eng,,
781,The Best Bug Parade,en-US,,
782,Witch Baby (Weetzie Bat),eng,,"{""tome"":""2""}"
783,The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci #1-2),en-US,,
784,All-American Girl (All-American Girl),eng,,"{""tome"":""1""}"
785,The Time of the Ghost,eng,,
786,A Light in the Attic (Book & CD),en-US,,
787,The Die Broke Financial Problem Solver,en-US,,
788,What Would Machiavelli Do?: The Ends Justify the Meanness,eng,,
789,The Little Book of Coaching: Motivating People to Be Winners,en-US,,
790,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,eng,,
791,Dear Genius...: A Memoir of My Life with Truman Capote,eng,,
792,Dracula Was a Woman: In Search of the Blood Countess of Transylvania,eng,,
793,Virgin,eng,,
794,Mission Possible,eng,,
795,Positioning: The Battle for Your Mind,en-US,,
796,Harrison's Principles of Internal Medicine,eng,,
797,Crucial Conversations: Tools for Talking When Stakes Are High,eng,,
798,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,eng,,
799,Goodman & Gilman's the Pharmacological Basis of Therapeutics,eng,,
800,Easy French Reader,eng,,
801,Advanced Statistics Demystified,eng,,
802,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,eng,,
803,Practice Makes Perfect: Italian Verb Tenses,eng,,
804,Marketing Warfare,eng,,
805,McGraw-Hill's SAT I (McGraw-Hill's SAT I),eng,,
806,The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices,eng,,
807,Sclerotherapy and vein treatment,eng,,
808,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,eng,,
809,Pilgrim at Tinker Creek,eng,,
810,The Last Dance: Encountering Death and Dying,eng,,
811,Heat and Mass Transfer,eng,,
812,Complete Works of Tacitus,eng,,
813,The Philosophy of Hegel,eng,,
814,The Weekenders: Travels in the Heart of Africa,eng,,
815,Who Moved My Cheese?,eng,,
816,How To Have A Beautiful Mind,en-US,,
817,The Toy Maker: The Life and Times of Inventor Frank Hornby,eng,,
818,Darwin's Watch (The Science of Discworld),eng,,"{""tome"":""3""}"
819,How to Win Friends and Influence People,eng,,
820,Surely You're Joking  Mr. Feynman!,eng,,
821,Timequake,eng,,
822,The Feast Of All Saints,eng,,
823,Blood And Gold (The Vampire Chronicles),eng,,"{""tome"":""8""}"
824,An Imaginary Life,eng,,
825,The Great World,eng,,
826,The Risk Pool,eng,,
827,The Noonday Demon: An Anatomy of Depression,en-GB,,
828,The Human Stain (The American Trilogy),eng,,"{""tome"":""3""}"
829,Survivor,eng,,
830,Ali and Nino,eng,,
831,In Praise of Shadows,eng,,
832,Filth,eng,,
833,Gain,eng,,
834,A Star Called Henry,eng,,
835,The Moon And Sixpence,eng,,
836,A Moveable Feast,eng,,
837,Set This House On Fire,eng,,
838,The Confessions of Nat Turner,eng,,
839,Experience,eng,,
840,Hannibal (Hannibal Lecter),eng,,"{""tome"":""3""}"
841,Operation Shylock: A Confession,eng,,
842,The Professor of Desire,eng,,
843,The Phantom Menace (Star Wars: Novelizations),eng,,"{""tome"":""1""}"
844,Star by Star (Star Wars: The New Jedi Order),eng,,"{""tome"":""9""}"
845,A Painted House,eng,,
846,The Agony and the Ecstasy,eng,,
847,Fury,eng,,
848,The Bridegroom,eng,,
849,Island: Collected Stories,eng,,
850,Yeats Is Dead,eng,,
851,Choke,en-GB,,
852,The Dying Animal,eng,,
853,Illusions: The Adventures of a Reluctant Messiah,eng,,
854,In the Pond,en-GB,,
855,I Don't Know How She Does It (Kate Reddy),eng,,"{""tome"":""1""}"
856,How to Travel with a Salmon & Other Essays,eng,,
857,The Trial,eng,,
858,Turtle Moon,eng,,
859,Atonement,eng,,
860,A Birthday for Frances,eng,,
861,The Whore's Child and Other Stories,eng,,
862,Angels,eng,,
863,Sputnik Sweetheart,eng,,
864,South of the Border  West of the Sun,eng,,
865,The Elephant Vanishes,eng,,
866,Dance Dance Dance,eng,,
867,One Step Behind  (Kurt Wallander),eng,,"{""tome"":""7""}"
868,The Rings of Saturn,eng,,
869,Berlin Blues,eng,,
870,The Curious Incident of the Dog in the Night-Time,eng,,
871,Balzac And The Little Chinese Seamstress,eng,,
872,Hide-and-Seek with Angels: The Life of J.M. Barrie,eng,,
873,The Time of Our Singing,eng,,
874,The Atom Station,en-GB,,
875,Haruki Murakami and the Music of Words,eng,,
876,The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles),eng,,"{""tome"":""1""}"
877,The Curious Incident of the Dog In the Night-time,eng,,
878,Human Traces,eng,,
879,Blood Canticle (The Vampire Chronicles),eng,,"{""tome"":""10""}"
880,Green Hills of Africa,eng,,
881,Open House,en-GB,,
882,Visiting Mrs Nabokov and Other Excursions,eng,,
883,Money,eng,,
884,The Pure in Heart (Simon Serrailler),eng,,"{""tome"":""2""}"
885,Like a Charm,eng,,
886,The White Lioness (Kurt Wallander),eng,,"{""tome"":""3""}"
887,Bringing Down The House,en-GB,,
888,The Cement Garden,eng,,
889,Earthly Powers,eng,,
890,The Witching Hour (Lives of the Mayfair Witches),eng,,"{""tome"":""1""}"
891,Lasher (Lives of the Mayfair Witches),eng,,"{""tome"":""2""}"
892,Women Who Love Too Much,eng,,
893,The Nonesuch,eng,,
894,The Talisman Ring,eng,,
895,The Convenient Marriage,eng,,
896,Lady of Quality,eng,,
897,A Very Long Engagement,eng,,
898,False Colours,eng,,
899,Sprig Muslin,eng,,
900,Catch-22,eng,,
901,Grey Eminence,en-US,,
902,The Quiet American,eng,,
903,The Heart of the Matter,eng,,
904,The End of the Affair,eng,,
905,Shake Hands with the Devil,en-GB,,
906,Enduring Love,eng,,
907,For Whom The Bell Tolls,en-GB,,
908,Skipping Christmas,eng,,
909,Just One More Day: A Memoir,eng,,
910,Watermelon (Walsh Family),eng,,"{""tome"":""1""}"
